MOVIE_ID,totCnt,MovieCd,MovieNm(csv),movieNm(api),showTm,prdtYear,openDt,typeNm,nationNm,genreNm,watchGrade
41,1.0,20070416,약지의표본,약지의 표본,104.0,2005.0,20070823.0,장편,프랑스,드라마,청소년관람불가
42,11.0,,천장지구,,,,,,,,
43,5.0,,그남자그여자,,,,,,,,
44,0.0,,로만J이스라엘에스콰이어,,,,,,,,
45,1.0,20150250,하우스오브다크,하우스 오브 다크,109.0,2014.0,20150625.0,장편,스페인,공포(호러),15세이상관람가
46,1.0,20175782,분노의전차군단,분노의 전차군단,87.0,2014.0,20170508.0,장편,미국,액션,15세이상관람가
47,1.0,20147129,패션왕,패션왕,114.0,2014.0,20141106.0,장편,한국,코미디,15세이상관람가
48,3.0,,퍼펙트크라임,,,,,,,,
49,1.0,20182927,배드키즈아카데미,배드 키즈 아카데미,101.0,2017.0,,장편,미국,액션,
50,1.0,20156921,익스트랙션데이,익스트랙션 데이,105.0,2014.0,20150225.0,장편,미국,액션,15세이상관람가
51,2.0,,살인의뢰,,,,,,,,
52,1.0,20181061,완벽한망상,완벽한 망상,74.0,2016.0,20180202.0,장편,미국,공포(호러),청소년관람불가
53,1.0,20208872,더발트최후의전사,더 발트 : 최후의 전사,97.0,2020.0,,장편,헝가리,다큐멘터리,15세이상관람가
54,1.0,20182748,알리바이닷컴,알리바이 닷 컴,89.0,2017.0,20181107.0,장편,프랑스,코미디,15세이상관람가
55,1.0,20182561,당갈,당갈,160.0,2016.0,20180425.0,장편,인도,액션,12세이상관람가
56,1.0,20136214,독수리착륙하다,독수리 착륙하다,123.0,1976.0,,장편,영국,전쟁,
57,1.0,20113981,디센던트,디센던트,115.0,2011.0,20120216.0,장편,미국,코미디,15세이상관람가
58,3.0,,블레어윗치,,,,,,,,
59,1.0,19930242,지옥의슬로터,지옥의 슬로터,103.0,1993.0,19931119.0,장편,미국,스릴러,중학생이상관람가
60,1.0,20152523,캠퍼스어택크리스티처결단,캠퍼스 어택 크리스티 처결단,84.0,2014.0,20150805.0,장편,미국,스릴러,15세이상관람가
61,1.0,20072177,지퍼스크리퍼스2,지퍼스 크리퍼스 2,103.0,2003.0,20031031.0,장편,미국,공포(호러),18세관람가
62,1.0,20133704,그렇게아버지가된다,그렇게 아버지가 된다,120.0,2013.0,20131219.0,장편,일본,드라마,전체관람가
63,1.0,20150966,사랑하기때문에,사랑하기 때문에,110.0,2016.0,20170104.0,장편,한국,코미디,12세이상관람가
64,1.0,20158309,스트라디바리우,스트라디바리우,110.0,1988.0,,장편,이탈리아,드라마,
65,3.0,,가디언즈오브갤럭시,,,,,,,,
66,1.0,20148547,무비43,무비 43,97.0,2013.0,,장편,미국,코미디,청소년관람불가
67,1.0,20078744,뮤직위딘,뮤직 위딘,93.0,2007.0,,장편,미국,드라마,15세이상관람가
68,1.0,2022A047,프릭스오브네이처,프릭스 오브 네이처,,2015.0,,온라인전용,미국,공포(호러),
69,1.0,20177052,이월화개,이월화개,93.0,2017.0,20170530.0,장편,중국,액션,15세이상관람가
70,1.0,20172245,미스터락스타,미스터 락스타,87.0,2016.0,,장편,미국,코미디,12세이상관람가
71,4.0,,하이눈,,,,,,,,
72,1.0,20207282,태양의소녀들,태양의 소녀들,111.0,2018.0,20201022.0,장편,프랑스,드라마,15세이상관람가
73,117.0,,한나,,,,,,,,
74,2.0,,당신을기다리는시간,,,,,,,,
75,0.0,,신과함께인과연,,,,,,,,
76,10.0,,엘리자베스,,,,,,,,
77,1.0,20136887,아메리칸허슬,아메리칸 허슬,137.0,2013.0,20140220.0,장편,미국,범죄,청소년관람불가
78,1.0,20132823,해피니스네버컴즈얼론,해피니스 네버 컴즈 얼론,109.0,2012.0,,장편,프랑스,코미디,청소년관람불가
79,1.0,20182323,임을위한행진곡,임을 위한 행진곡,104.0,2018.0,20180516.0,장편,한국,드라마,15세이상관람가
80,2.0,,카페뤼미에르,,,,,,,,
81,0.0,,크래프트레거시,,,,,,,,
82,1.0,20175738,익스토션,익스토션,108.0,2017.0,,장편,미국,액션,
83,1.0,2022A392,더해칭,더 해칭,,2016.0,,온라인전용,영국,액션,
84,4.0,,애프터라이프,,,,,,,,
85,1.0,20165764,펠로니,펠로니,107.0,2013.0,20160728.0,장편,호주,스릴러,15세이상관람가
86,4.0,,동거동락,,,,,,,,
87,1.0,20171861,사랑에빠진여자,사랑에 빠진 여자,99.0,2016.0,20170317.0,장편,폴란드,멜로/로맨스,청소년관람불가
88,1.0,19778188,열외인간,열외인간,90.0,1977.0,,,,,
89,1.0,19990319,터뷸런스2,터뷸런스 2,100.0,1999.0,19991227.0,장편,미국,액션,12세관람가
90,1.0,20147487,기억속에퍼즐,기억속에 퍼즐,100.0,2012.0,20140123.0,장편,영국,스릴러,15세이상관람가
91,2.0,,사랑이눈뜰때,,,,,,,,
92,1.0,20030185,비디오를보는남자,비디오를 보는 남자,100.0,2003.0,20031128.0,장편,한국,드라마,15세관람가
93,1.0,20192753,데드돈다이,데드 돈 다이,104.0,2019.0,20190731.0,장편,미국,코미디,15세이상관람가
94,7.0,,상흔,,,,,,,,
95,5.0,,살인게임,,,,,,,,
96,160.0,,마스터,,,,,,,,
97,1.0,19900248,백투더퓨쳐3,빽 투 더 퓨쳐 3,117.0,1990.0,19900714.0,장편,미국,SF,연소자관람가
98,1.0,20154952,고스트브라이드,고스트 브라이드,,2013.0,,장편,뉴질랜드,판타지,
99,1.0,20216106,북두의신,북두의 신,71.0,2019.0,,장편,중국,액션,
100,1.0,20162564,사랑과음악사이,사랑과 음악사이,103.0,2015.0,20160427.0,장편,미국,멜로/로맨스,15세이상관람가
102,1.0,20203522,블러드하운드,블러드하운드,72.0,2020.0,20210107.0,장편,미국,미스터리,15세이상관람가
103,2.0,,취화선,,,,,,,,
104,1.0,20201242,U311,U311,94.0,2019.0,,장편,우크라이나,전쟁,15세이상관람가
105,3.0,,미드나잇선,,,,,,,,
106,1.0,20180554,방가자,방가자,94.0,2017.0,,장편,중국,액션,15세이상관람가
107,0.0,,레스토레이션저주의시작,,,,,,,,
108,100.0,,풍경,,,,,,,,
109,1.0,20068639,스캐너다클리,스캐너 다클리,100.0,2006.0,,장편,미국,범죄,
110,0.0,,스트립댄서음란살인사건,,,,,,,,
111,1.0,20180985,파라노말하우스,파라노말 하우스,97.0,2018.0,20180930.0,장편,미국,스릴러,15세이상관람가
112,41.0,,스파이더,,,,,,,,
113,1.0,20193001,추하고더럽고미천한,추하고 더럽고 미천한,115.0,1976.0,,장편,이탈리아,코미디,
114,0.0,,레고배트맨더무비,,,,,,,,
115,3.0,,퍼니게임,,,,,,,,
116,3.0,,미니언즈,,,,,,,,
117,1.0,20120105,누구나제명에죽고싶다,누구나 제 명에 죽고 싶다,85.0,2012.0,20130314.0,장편,한국,드라마,청소년관람불가
118,1.0,20149501,사선의끝,사선의 끝,90.0,2019.0,20191030.0,장편,한국,드라마,15세이상관람가
119,0.0,,월드워좀비의공습,,,,,,,,
120,1.0,20214889,로그시티,로그시티,115.0,2020.0,20210211.0,장편,프랑스,범죄,청소년관람불가
121,1.0,20209287,블러드샷,블러드샷,109.0,2020.0,20200521.0,장편,미국,액션,15세이상관람가
122,11.0,,그럼에도불구하고,,,,,,,,
123,1.0,20209841,겟아웃얼라이브,겟 아웃 얼라이브,85.0,2020.0,,장편,영국,액션,
124,2.0,,폐쇄병동,,,,,,,,
125,0.0,,혼공포의시작,,,,,,,,
126,1.0,20080061,엘라의계곡,엘라의 계곡,120.0,2007.0,20091210.0,장편,미국,범죄,15세이상관람가
127,0.0,,매드헌터,,,,,,,,
128,2.0,,지금만나러갑니다,,,,,,,,
129,25.0,,더로드,,,,,,,,
130,0.0,,어쌔신더비기닝,,,,,,,,
131,1.0,20136928,그사람추기경,그 사람 추기경,121.0,2014.0,20140806.0,장편,한국,다큐멘터리,전체관람가
132,3.0,,스페이스워,,,,,,,,
133,4.0,,1987,,,,,,,,
134,0.0,,화장실어디에요?,,,,,,,,
135,1.0,20159551,에일리언어브덕션,에일리언 애브덕션,85.0,2014.0,,장편,미국,공포(호러),
136,23.0,,여고생,,,,,,,,
137,1.0,20134435,아야의밤엔사랑이필요해,아야의 밤엔 사랑이 필요해,88.0,2013.0,20140814.0,장편,프랑스,애니메이션,15세이상관람가
138,0.0,,택시더맥시멈,,,,,,,,
139,1.0,20152871,스파이브릿지,스파이 브릿지,141.0,2015.0,20151105.0,장편,미국,스릴러,12세이상관람가
140,1.0,20100070,셜록홈즈_녹색옷의여인,셜록홈즈: 녹색옷의 여인,68.0,1945.0,,장편,미국,공포(호러),
141,1.0,20180628,액슬,액슬,98.0,2018.0,20181018.0,장편,미국,액션,12세이상관람가
142,1.0,2022A530,바시티블러드,바시티 블러드,,2014.0,,온라인전용,미국,공포(호러),
143,1.0,20140604,윈터스테일,윈터스 테일,118.0,2014.0,,장편,미국,드라마,
144,1.0,20176104,그것만이내세상,그것만이 내 세상,120.0,2017.0,20180117.0,장편,한국,코미디,12세이상관람가
145,0.0,,시클루젼죽음의캠프,,,,,,,,
146,0.0,,뜨는뉴욕브루클린,,,,,,,,
147,1.0,20206381,아이.티.,아이.티.,95.0,2016.0,,장편,미국,범죄,
148,0.0,,러시더라이벌,,,,,,,,
149,1.0,2022A177,나이트스쿨,나이트 스쿨,,2018.0,,온라인전용,미국,드라마,
150,149.0,,복수,,,,,,,,
151,9.0,,나홀로집에,,,,,,,,
152,1.0,20040823,금발이너무해2,금발이 너무해 2,95.0,2003.0,20031002.0,장편,미국,코미디,12세관람가
153,1.0,19930142,크라잉게임,크라잉 게임,110.0,1993.0,19930528.0,장편,영국,드라마,연소자관람불가
154,4.0,,각설탕,,,,,,,,
155,1.0,20184576,어쌔신더엑스,어쌔신 더 엑스,101.0,2016.0,20211111.0,장편,미국,액션,15세이상관람가
156,1.0,20180241,킬러의보이프렌드,킬러의 보이프렌드,95.0,2017.0,20180213.0,장편,미국,범죄,청소년관람불가
157,1.0,19988041,브루스브라더스,브루스 브라더스 2000,123.0,1998.0,,장편,미국,액션,12세관람가
158,2.0,,해피로그,,,,,,,,
159,3.0,,슈퍼맨이었던사나이,,,,,,,,
160,3.0,,도망친여자,,,,,,,,
161,124.0,,우리들,,,,,,,,
162,1.0,20176050,우리사이의거대한산,우리 사이의 거대한 산,112.0,2017.0,,장편,미국,액션,
164,5.0,,관종,,,,,,,,
165,1.0,20171782,우리집멍멍이진진과아키다,우리집 멍멍이 진진과 아키다,67.0,2016.0,,장편,한국,애니메이션,12세이상관람가
166,2.0,,리젠드,,,,,,,,
167,1.0,20190268,세트플레이,세트플레이,84.0,2018.0,20201210.0,장편,한국,드라마,청소년관람불가
168,1.0,20152121,리그레션,리그레션,106.0,2015.0,20151015.0,장편,스페인,스릴러,15세이상관람가
169,72.0,,궁합,,,,,,,,
170,1.0,20125648,코인라커,코인라커,95.0,2015.0,20150528.0,장편,한국,드라마,청소년관람불가
171,6.0,,마이보이,,,,,,,,
172,1.0,20152235,파인더스키퍼스,파인더스 키퍼스,82.0,2015.0,,장편,미국,다큐멘터리,
173,1.0,19520006,몽키비지니스,몽키 비지니스,97.0,1952.0,,장편,미국,SF,
174,3.0,,간츠,,,,,,,,
175,2.0,,비틀쥬스,,,,,,,,
176,3.0,,서울역,,,,,,,,
177,0.0,,찌라시위험한소문,,,,,,,,
178,1.0,20021261,타임체인저,타임 체인저,97.0,2002.0,20161229.0,장편,미국,SF,12세이상관람가
179,1.0,20148835,케이트맥콜,케이트 맥콜,92.0,2013.0,20140522.0,장편,미국,스릴러,15세이상관람가
180,1.0,20188144,0.0mhz,0.0MHz,101.0,2018.0,20190529.0,장편,한국,공포(호러),15세이상관람가
181,1.0,20078503,컨뎀드,컨뎀드,113.0,2007.0,,장편,미국,액션,
182,1.0,2022A744,이름들로만든노래,이름들로 만든 노래,,2019.0,,온라인전용,캐나다,드라마,
184,4.0,,사구,,,,,,,,
185,1.0,19608015,지하철의소녀,지하철의 소녀,89.0,1960.0,,,,,
186,1.0,20197401,신의은총으로,신의 은총으로,137.0,2019.0,20200116.0,장편,프랑스,드라마,15세이상관람가
188,1.0,20030132,불어라봄바람,불어라 봄바람,111.0,2003.0,20030904.0,장편,한국,코미디,15세관람가
189,34.0,,제트,,,,,,,,
190,3.0,,저산너머,,,,,,,,
191,6.0,,멋진인생,,,,,,,,
192,1.0,20178469,올더머니,올 더 머니,132.0,2017.0,20180201.0,장편,미국,범죄,15세이상관람가
193,3.0,,척앤래리,,,,,,,,
194,1.0,20153502,런테이큰,런 테이큰,93.0,2012.0,,장편,캐나다,액션,15세이상관람가
195,0.0,,로스타임라이프후반전2,,,,,,,,
196,1.0,20157225,보스를죽여라,보스를 죽여라,75.0,2013.0,,장편,일본,액션,15세이상관람가
197,1.0,19910227,귀경출사,귀경출사,94.0,1990.0,19910601.0,장편,홍콩,코미디,고등학생이상관람가
198,1.0,20030038,드럼라인,드럼라인,119.0,2003.0,20030411.0,장편,미국,드라마,12세관람가
199,3.0,,나를잊지말아요,,,,,,,,
200,10.0,,황금나침반,,,,,,,,
201,1.0,20193826,고잉투브라질,고잉 투 브라질,94.0,2016.0,,장편,프랑스,코미디,
202,1.0,20184122,헤이데이,헤이데이,95.0,2016.0,20180503.0,장편,미국,드라마,청소년관람불가
203,0.0,,7년그들이없는언론,,,,,,,,
204,0.0,,부랑자들의거리거터버그,,,,,,,,
205,3.0,,우먼인할리우드,,,,,,,,
206,1.0,20181741,예스평창!,예스 평창!,90.0,2018.0,20180308.0,장편,한국,다큐멘터리,전체관람가
207,0.0,,쿵푸트래블러북퇴,,,,,,,,
208,8.0,,써커,,,,,,,,
209,17.0,,랑데부,,,,,,,,
210,1.0,20174621,청춘연애,청춘연애,99.0,2015.0,20170420.0,장편,중국,멜로/로맨스,12세이상관람가
212,3.0,,아빠가돌아왔다,,,,,,,,
213,2.0,,한양빌라401호,,,,,,,,
214,1.0,2022A085,하우스오브굿앤이블,하우스 오브 굿 앤 이블,,2013.0,,온라인전용,미국,공포(호러),
215,1.0,20090450,야스쿠니,야스쿠니,123.0,2007.0,20090806.0,장편,중국,다큐멘터리,12세이상관람가
216,0.0,,홈프론트하드액션,,,,,,,,
217,0.0,,루시드자각몽,,,,,,,,
218,3.0,,캠퍼스레전드,,,,,,,,
219,2.0,,천장지구2,,,,,,,,
220,0.0,,오르가즘다이어리브릴리언트러브,,,,,,,,
221,1.0,20203545,아자미의모든것,아자미의 모든 것,113.0,2020.0,,장편,일본,멜로/로맨스,
222,1.0,20050004,네버랜드를찾아서,네버랜드를 찾아서,101.0,2004.0,20050225.0,장편,미국,드라마,12세관람가
223,1.0,20203544,슬픈천사의발라드,슬픈 천사의 발라드,91.0,2020.0,,장편,일본,멜로/로맨스,
224,1.0,20208201,사랑에세이,사랑 에세이,98.0,2018.0,,장편,이탈리아,드라마,
225,0.0,,셜록홈즈그림자게임,,,,,,,,
226,0.0,,화이괴물을삼킨아이,,,,,,,,
227,2.0,,프레데터스,,,,,,,,
228,0.0,,양한마리양두마리,,,,,,,,
229,1.0,20088827,웬디와루시,웬디와 루시,80.0,2008.0,,장편,미국,드라마,
230,0.0,,좀비새벽의저주,,,,,,,,
232,1.0,20189248,제멋대로떨고있어,제멋대로 떨고 있어,117.0,2017.0,,장편,일본,코미디,12세이상관람가
233,1.0,20180802,러브리스,러브리스,126.0,2017.0,20190418.0,장편,러시아,드라마,15세이상관람가
234,0.0,,캣츠뮤지컬특별공연,,,,,,,,
235,1.0,20193171,크레이지특공대,크레이지 특공대,77.0,2017.0,,장편,미국,액션,
236,0.0,,블링크침묵의시간,,,,,,,,
237,2.0,,어바웃타임,,,,,,,,
238,2.0,,대디스홈,,,,,,,,
239,1.0,20196081,9월의사랑과만날때까지,9월의 사랑과 만날 때까지,105.0,2019.0,,장편,일본,멜로/로맨스,전체관람가
240,1.0,20060088,마이캡틴김대출,마이 캡틴 김대출,104.0,2006.0,20060420.0,장편,한국,코미디,12세관람가
241,1.0,20205096,세인트아가타,세인트 아가타,103.0,2019.0,20200319.0,장편,미국,공포(호러),청소년관람불가
242,1.0,20206190,서치아웃,서치 아웃,92.0,2019.0,20200415.0,장편,한국,스릴러,15세이상관람가
243,1.0,20113911,해피피트2,해피 피트 2,100.0,2011.0,20120202.0,장편,호주,애니메이션,전체관람가
244,1.0,20124022,가슴배구단,가슴 배구단,102.0,2009.0,20120126.0,장편,일본,코미디,12세이상관람가
245,1.0,20145142,갓헬프더걸,갓 헬프 더 걸,111.0,2014.0,20150212.0,장편,영국,뮤지컬,15세이상관람가
246,1.0,20185361,두번할까요,두번할까요,112.0,2019.0,20191017.0,장편,한국,코미디,15세이상관람가
247,0.0,,스파이더맨얼티밋빌런쇼다운,,,,,,,,
248,4.0,,건파이터,,,,,,,,
249,1.0,2022A254,캡틴아파치,캡틴 아파치,,1971.0,,온라인전용,영국,드라마,
250,1.0,20121222,핏불테리아,핏불테리아,70.0,2012.0,20121023.0,장편,한국,액션,청소년관람불가
251,132.0,,선물,,,,,,,,
252,0.0,,그날바다,,,,,,,,
253,84.0,,동화,,,,,,,,
254,1.0,20050229,4브라더스,4 브라더스,108.0,2005.0,20051014.0,장편,미국,액션,18세관람가
255,2.0,,매직마이크,,,,,,,,
256,1.0,20154521,브루클린의멋진주말,브루클린의 멋진 주말,92.0,2014.0,20160121.0,장편,미국,드라마,12세이상관람가
257,1.0,20168669,아주긴변명,아주 긴 변명,124.0,2016.0,20170216.0,장편,일본,드라마,15세이상관람가
258,1.0,20162927,오마이파파,오 마이 파파,96.0,2016.0,20161110.0,장편,한국,다큐멘터리,전체관람가
259,0.0,,어게인끝없는도전,,,,,,,,
260,4.0,,사라진시간,,,,,,,,
261,4.0,,쓰리메모리즈,,,,,,,,
262,1.0,20207341,레이니데이인뉴욕,레이니 데이 인 뉴욕,92.0,2019.0,20200506.0,장편,미국,코미디,15세이상관람가
263,1.0,20184141,코르시카의형제들,코르시카의 형제들,108.0,2017.0,,장편,프랑스,드라마,
264,1.0,19970099,잉글리쉬페이션트,잉글리쉬 페이션트,161.0,1996.0,19970315.0,장편,미국,멜로/로맨스,연소자관람불가
265,1.0,2022A380,더뉴로맨틱,더 뉴 로맨틱,,2018.0,,온라인전용,캐나다,코미디,
266,1.0,20143315,테레즈데케루,테레즈 데케루,110.0,2012.0,20141204.0,장편,프랑스,드라마,15세이상관람가
267,1.0,20160477,나의연기워크샵,나의 연기 워크샵,118.0,2016.0,20171228.0,장편,한국,드라마,15세이상관람가
268,1156.0,,길,,,,,,,,
269,2.0,,독고리와인드,,,,,,,,
270,2.0,,케이프피어,,,,,,,,
271,9.0,,페티쉬,,,,,,,,
272,32.0,,리노,,,,,,,,
273,1.0,2022A103,아이엠어좀비,아이 엠 어 좀비,,2015.0,,온라인전용,미국,SF,
274,1.0,20060049,굿나잇앤굿럭,굿나잇 앤 굿럭,93.0,2005.0,20060316.0,장편,미국,드라마,12세관람가
275,1.0,20168183,콩스컬아일랜드,콩: 스컬 아일랜드,118.0,2017.0,20170308.0,장편,미국,액션,12세이상관람가
276,11.0,,스틸라이프,,,,,,,,
277,2.0,,더베일,,,,,,,,
278,7.0,,기적의피아노,,,,,,,,
279,1.0,20070495,거침없이쏴라!슛뎀업,거침없이 쏴라! 슛뎀업,86.0,2007.0,20071011.0,장편,미국,액션,청소년관람불가
280,1.0,20189288,트립투하코네,트립 투 하코네,97.0,2015.0,20180928.0,장편,일본,드라마,12세이상관람가
281,1.0,20126027,버니드롭,버니드롭,114.0,2011.0,20120510.0,장편,일본,드라마,전체관람가
282,1.0,2022A125,북오브헨리,북 오브 헨리,,2016.0,,온라인전용,미국,드라마,
284,0.0,,아메리칸레슬러더위저드,,,,,,,,
285,1.0,20194970,프라이빗워,프라이빗 워,111.0,2018.0,,장편,미국,전쟁,
287,0.0,,고보이즈마지막잎새프로젝트,,,,,,,,
288,1.0,20040730,영아담,영 아담,97.0,2003.0,20041203.0,장편,영국,드라마,18세관람가
289,1.0,20189041,작전명덩케르크,작전명 덩케르크,94.0,2017.0,20180901.0,장편,미국,전쟁,15세이상관람가
290,0.0,,홈프론트가족을지켜라,,,,,,,,
291,5.0,,파괴자,,,,,,,,
292,1.0,20164526,나의위대한친구세잔,"나의 위대한 친구, 세잔",113.0,2016.0,20161215.0,장편,프랑스,드라마,15세이상관람가
293,1.0,20186707,오늘도위위,오늘도 위위,70.0,2018.0,20191017.0,장편,한국,드라마,전체관람가
294,6.0,,귀신이산다,,,,,,,,
295,199.0,,비행,,,,,,,,
296,1.0,20202588,천년여우구미호,천년여우 구미호,74.0,2020.0,20201203.0,장편,한국,멜로/로맨스,청소년관람불가
297,1.0,20178324,초능력자제레미,초능력자 제레미,89.0,2016.0,20170914.0,장편,미국,드라마,15세이상관람가
298,3.0,,라디오스타,,,,,,,,
299,0.0,,에어리언플래닛,,,,,,,,
300,1.0,20175143,우리는같은꿈을꾼다,우리는 같은 꿈을 꾼다,115.0,2017.0,20171130.0,장편,헝가리,드라마,청소년관람불가
301,1.0,20078381,인투더와일드,인투 더 와일드,147.0,2007.0,,장편,미국,어드벤처,
302,1.0,20136515,피트스몰스이즈데드,피트 스몰스 이즈 데드,94.0,2010.0,,장편,미국,코미디,15세이상관람가
303,1.0,20124062,연가시,연가시,109.0,2012.0,20120705.0,장편,한국,공포(호러),15세이상관람가
304,1.0,20186583,컨저링마녀의인형,컨저링 마녀의 인형,98.0,2018.0,20180816.0,장편,영국,공포(호러),15세이상관람가
305,0.0,,언디스퓨티드1대100의혈투,,,,,,,,
306,1.0,20174201,분노의위치헌터,분노의 위치 헌터,89.0,2013.0,20170411.0,장편,미국,스릴러,15세이상관람가
307,1.0,20174205,하트스톤,하트스톤,129.0,2016.0,20190425.0,장편,아이슬란드,드라마,12세이상관람가
308,36.0,,목격자,,,,,,,,
309,0.0,,호날두세상은그의발아래에,,,,,,,,
310,0.0,,지워진사람들Erased,,,,,,,,
311,3.0,,태평륜,,,,,,,,
312,5.0,,아마조니아,,,,,,,,
313,2.0,,살인의뢰,,,,,,,,
314,0.0,,더웨이웨이백,,,,,,,,
315,1.0,20203033,완벽한크리스천여친대작전,완벽한 크리스천 여친 대작전,83.0,2020.0,,장편,미국,드라마,
316,2.0,,소녀검객아즈미대혈전,,,,,,,,
317,0.0,,닌자헌터사냥의시작,,,,,,,,
318,0.0,,포레스트위험한신고식,,,,,,,,
319,1.0,2022A079,스트립클럽,스트립 클럽 (스트립 클럽 슬레이어),,2014.0,,온라인전용,미국,드라마,
320,1.0,20158082,투캅스인파리,투캅스 인 파리,94.0,2012.0,20150326.0,장편,프랑스,액션,청소년관람불가
321,1.0,2022A117,찰리채플린걸작선3,찰리 채플린 걸작선 3,,2017.0,,온라인전용,영국,드라마,
322,5.0,,노맨스랜드,,,,,,,,
323,1.0,20124739,백만달러의사랑,멋쟁이,123.0,1966.0,,장편,미국,코미디,
324,3.0,,나를찾아줘,,,,,,,,
325,2.0,,엄마의레시피,,,,,,,,
326,1.0,20135092,버레스크,버레스크,118.0,2010.0,,장편,미국,뮤지컬,15세이상관람가
327,0.0,,고양이죽음을보는두개의눈,,,,,,,,
328,0.0,,잭애스프레젠트배드그랜파,,,,,,,,
329,16.0,,러브레터,,,,,,,,
330,1.0,20152642,아이히만쇼,아이히만 쇼,96.0,2015.0,20170301.0,장편,영국,드라마,15세이상관람가
331,1.0,20160821,레이디수잔,레이디 수잔,93.0,2016.0,20161124.0,장편,영국,드라마,12세이상관람가
332,8.0,,주온,,,,,,,,
333,1.0,20142141,세상의끝에서커피한잔,세상의 끝에서 커피 한잔,119.0,2014.0,20151105.0,장편,일본,드라마,12세이상관람가
334,1.0,20137026,방콕아드레날린,방콕 아드레날린,87.0,2009.0,,장편,태국,액션,청소년관람불가
335,4.0,,더리프,,,,,,,,
336,2.0,,그레이브인카운터,,,,,,,,
337,0.0,,렘넌트생존자들,,,,,,,,
338,2.0,,쏘우3,,,,,,,,
339,1.0,20179442,밤의해변에서혼자,밤의 해변에서 혼자,100.0,2016.0,20170323.0,장편,한국,드라마,청소년관람불가
341,1.0,20190741,김복동,김복동,101.0,2019.0,20190808.0,장편,한국,다큐멘터리,12세이상관람가
342,44.0,,데블,,,,,,,,
